idx	X	Y	component
500	2811.121398161578	2205.255093749283	0
501	2813.940392715889	2204.957480033141	0
502	2813.9042273682	2204.9576738381	0
503	2815.499849221959	2204.417620203646	0
504	2813.93536300287	2204.957828412576	0
505	2815.553479156041	2204.417888771842	0
506	2815.560255440875	2204.420710323274	0
507	2852.254862023335	2201.556119128249	0
508	2852.252118160045	2201.554224544425	0
509	2855.113591974037	2201.351931928925	0
510	2852.28446141824	2201.546603038918	0
511	2855.110300311378	2201.353891207767	0
512	2855.114966716244	2201.348534178835	0
513	2886.624828893526	2199.043294713407	0
514	2885.366972740489	2199.075398967359	0
515	2889.649953958931	2198.795865332495	0
516	2886.5667769207	2199.041529587209	0
517	2890.270660493487	2198.796665631135	0
518	2890.227824103055	2198.796397856479	0
519	3338.96139104445	2182.425103761806	0
520	3338.985553071675	2182.425992905531	0
521	3333.999300024726	2182.431083103382	0
522	3029.834269379427	2147.219991189933	0
523	3032.802172751009	2144.771051495193	0
524	3032.793057061099	2144.766536755315	0
525	3033.954558917297	2144.148644904927	0
526	3033.910796990231	2144.156185451339	0
527	3036.250308725721	2142.948630511841	0
528	3033.946676489827	2144.149177108391	0
529	3036.2727735307	2142.947260228737	0
530	3036.292089790133	2142.947641775801	0
531	3038.792789392776	2141.952273004555	0
532	3038.738325331573	2141.954740543214	0
533	3041.109407983192	2141.290132242738	0
534	3038.766708619265	2141.941755269062	0
535	3041.239500437907	2141.251521169923	0
536	3041.229114599008	2141.242322205864	0
537	3042.610365650045	2140.891403051945	0
538	3042.605939737254	2140.889830608809	0
539	3043.807896410909	2140.617298376987	0
540	3042.620470031918	2140.889450865883	0
541	3043.897153855482	2140.605262604282	0
542	3043.897233268	2140.60617816418	0
543	3045.28524795559	2140.342676158165	0
544	3045.226985723706	2140.342630271793	0
545	3046.540757915601	2140.139288979974	0
546	3045.282117278452	2140.347810836164	0
547	3046.632632178812	2140.146605741055	0
548	3046.640265764258	2140.145551992913	0
549	3047.941370080242	2140.025275227864	0
550	3047.878422194528	2140.044089928213	0
551	3047.980417991529	2140.006116757347	0
552	3047.930495496314	2140.023911435534	0
553	3049.31428743052	2139.953123288171	0
554	3049.320982134594	2139.953492393829	0
555	3052.095039373556	2139.838456084255	0
556	3049.352196420208	2139.938776284459	0
557	3052.249239558863	2139.846889769057	0
558	3052.254340608462	2139.857616571267	0
559	3055.099010876465	2139.898074756636	0
560	3054.823170813434	2139.921676167277	0
561	3057.852467962225	2140.00114603201	0
562	3055.09199458207	2139.894995288058	0
563	3056.470101067443	2139.893169564835	0
564	3056.418726972297	2139.895881783066	0
565	3057.824938045182	2140.001196076761	0
566	3056.456756509994	2139.88948870174	0
567	3057.848386127847	2139.993602884497	0
568	3057.832501984248	2140.001644267943	0
569	3059.287559075163	2140.137491847666	0
570	3059.266047348845	2140.134199250489	0
571	3060.621580589299	2140.260466280207	0
572	3059.28755907612	2140.137491847377	0
573	3060.75257619777	2140.237248552346	0
574	3060.756090180312	2140.238714785105	0
575	3062.172470148095	2140.443580272953	0
576	3062.152112418407	2140.512658494209	0
577	3069.247712836184	2141.601409454984	0
578	3062.084473641844	2140.458224502678	0
579	3065.039885984124	2140.823030475737	0
580	3062.171449587695	2140.447097960846	0
581	3065.141333304902	2140.783329200148	0
582	3065.137675721087	2140.784060331855	0
583	3069.47783462497	2141.55241835686	0
584	3069.467783218643	2141.546653131897	0
585	3070.881941638924	2141.824575609258	0
586	3069.485574587632	2141.549856102974	0
587	3070.894461230724	2141.817719017473	0
588	3070.933044374959	2141.825424191685	0
589	3073.813426747559	2142.428505434138	0
590	3070.893119703572	2141.814940903738	0
591	3072.378616530499	2142.06088074336	0
592	3072.376517154856	2142.060821155434	0
593	3075.224143446006	2142.746030361872	0
594	3072.383115702504	2142.065100253309	0
595	3073.823574740987	2142.4184655145	0
596	3073.814615991636	2142.420751303757	0
597	3075.247646971112	2142.720788815881	0
598	3075.264257376943	2142.732748782677	0
599	3076.730887212569	2143.100654181339	0
600	3076.722080386095	2143.102312863111	0
601	3078.199776149971	2143.483335224528	0
602	3078.092772309549	2143.483659699879	0
603	3079.662184040883	2143.897603031976	0
604	3078.195400971405	2143.489247095079	0
605	3079.664012581066	2143.882249080062	0
606	3076.731897888124	2143.099424353442	0
607	3081.231061805421	2144.309645127438	0
608	3079.658352621454	2143.885510961224	0
609	3081.212956321819	2144.314746694747	0
610	3081.224601080833	2144.31596253073	0
611	3082.590557336498	2144.766577424161	0
612	3082.607302630527	2144.770053221875	0
613	3085.416548171111	2145.752545583372	0
614	3082.596261091049	2144.786518142024	0
615	3085.113305966443	2145.472236311489	0
616	3085.4149543191	2145.754571806679	0
617	3088.201900916908	2146.742147335617	0
618	3085.454806352312	2145.724539015089	0
619	3085.32576621643	2145.520505939304	0
620	3085.143426454391	2145.477114813029	0
621	3088.061942716876	2146.629579170699	0
622	3088.205648456847	2146.739757917705	0
623	3089.645674281802	2147.24115295751	0
624	3087.991115178054	2146.609872007196	0
625	3090.881695011485	2147.798094960881	0
626	3089.598836903069	2147.22467045248	0
627	3091.120137006816	2147.831457921714	0
628	3091.115956687858	2147.840851843088	0
629	3092.587028097081	2148.38161984339	0
630	3089.66432730947	2147.247124953014	0
631	3092.614704167732	2148.392189682519	0
632	3092.583316524736	2148.380625145509	0
633	3093.984450477617	2148.951155112748	0
634	3093.996309555095	2148.957633291023	0
635	3095.39338549661	2149.517081376382	0
636	3093.965751077475	2148.949440098885	0
637	3095.40340286323	2149.511879241686	0
638	3093.933704984941	2148.920429091539	0
639	3095.550789067786	2149.527454933826	0
640	3095.395542986857	2149.519255539698	0
641	3096.968103243687	2150.236394200881	0
642	3096.763965505055	2150.157243026202	0
643	3099.477084491865	2151.426396612683	0
644	3096.971687781207	2150.230126650416	0
645	3098.513167960633	2150.933808069178	0
646	3098.494999426138	2150.9272018351	0
647	3099.478438107403	2151.437540237689	0
648	3099.499990322483	2151.443715940398	0
649	3100.364419967378	2151.834151562782	0
650	3099.534002926222	2151.456602963882	0
651	3100.375714462993	2151.835738489587	0
652	3100.374722988096	2151.837940250239	0
653	3102.183859365335	2152.709546969974	0
654	3100.77012144705	2152.006719509348	0
655	3102.209631666341	2152.716061942557	0
656	3100.222571005862	2151.774273193076	0
657	3104.614576799261	2153.928931133302	0
658	3102.18398994161	2152.70834418839	0
659	3104.886247892946	2154.062182332223	0
660	3104.912525518625	2154.085232887711	0
661	3106.299128193172	2154.836858798456	0
662	3106.306029690101	2154.835570507661	0
663	3107.809046664885	2155.601660070423	0
664	3107.135285639112	2155.698267330485	0
665	3108.987824260761	2156.491616552603	0
666	3106.210184501216	2154.779222838201	0
667	3107.772601310429	2155.597520275883	0
668	3107.812557509959	2155.622542775528	0
669	3109.231274151689	2156.467605468073	0
670	3109.225204099408	2156.465059972732	0
671	3110.696616835677	2157.241474202198	0
672	3110.721121515966	2157.255683969749	0
673	3112.158686181802	2158.104067792412	0
674	3112.031453433449	2158.084566403158	0
675	3114.539529433043	2159.886144872796	0
676	3110.746669713565	2157.213736953544	0
677	3112.143176281794	2158.105543958606	0
678	3112.152950089996	2158.101006545964	0
679	3115.112543210161	2159.809994062445	0
680	3115.123909234813	2159.814889904073	0
681	3116.701542447734	2160.784500613907	0
682	3115.178611919545	2159.845404100725	0
683	3118.216284005667	2161.728757258474	0
684	3116.674612953531	2160.797832845776	0
685	3117.649737729643	2161.472804588743	0
686	3117.168344852174	2161.438295485505	0
687	3117.408953391077	2161.558655386845	0
688	3117.653377998436	2161.469491181801	0
689	3118.669940903877	2162.03085062172	0
690	3118.700866934226	2162.045827501173	0
691	3120.340691739377	2163.151558593017	0
692	3120.066117270541	2163.06645171081	0
693	3120.072752463848	2163.284310154259	0
694	3120.304146450404	2163.127922486224	0
695	3121.797659907604	2164.116992306402	0
